estadoProyecto;personaAsignada;otraPersona;fechaDebate;numero;nombreProyecto;autores;ponentes;micrositio;accionSugerida;Objeto;numArticulado;sintesisArticulo;conceptos;consideraciones;votacionArticulo;conflictoDeInteres;estadoCi;estadoProposicion;linkProposicion;idUsuarioFK;otraPersonaFK
Aprobado P;MATEO GRISALES ;;;061 DE 2023;Por medio del cual se establece la atencion movil e itinerante en salud y se dictan otras disposiciones;;;https://www.camara.gov.co/atencion-movil-en-salud;NO ACTUAR;Promover la implementacion de servicios de atencion movil e itinerante en salud de las zonas dispersas, alejadas de los centros urbanos, zonas rurales, o de dificil acceso geografico del orden nacional.;8;1. Objeto  2. Definicion: atencion movil e itinerarante en salud  3. Creacion de programas de atencion movil e itinerarante en salud  4. Funciones de las Unidades Moviles e Itinerantes de Salud  5. Coordicacion interinstitucional  6. Evaluacion y seguimiento  7. Financiamiento  8. Vigencia ;No se cuenta con concepto del Ministerio de Salud ni del Ministerio de Hacienda para el primer o segundo debate. ;Por ello, este PL no parece tan adecuado, pues no permite la reciprocidad entre Estados y las empresas de esos Estados. ;Positivo todos los articulos ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;5;null
Aprobado P;VALENTINA SOSSA;;2025-07-01;078 DE 2023;Por medio del cual se fortalece el emprendimiento juvenil y se dictan otras disposiciones;;;;NO ACTUAR;"Fomentar, promover e incentivar los emprendimientos juveniles (jovenes entre 18 y 28 anos) como motor de transformacion e innovacion nacional; asi mismo, fomentar su reconocimiento y fortalecimiento de parte del Gobierno nacional, de las entidades publicas, los gobiernos locales y departamentales, el sector privado, asi como otros actores estrategicos del ecosistema.";18;;Solo hay concepto del Ministerio de Comercio, Industria y Turismo, sugieren considerar la pertinencia y viabilidad de continuar con la iniciativa, pues ahora hay mucha dispersion de recursos a traves de diversos programas e instrumentos que pueden afectar de manera negativa el impacto de las inversiones y fragmentar las atenciones, de manera que indican que la poblacion objetivo y los lineamientos se encuentran de manera suficiente desarrollados.  Proponen revisar la redaccion de varios articulos con el proposito de modificar la redaccion y el alcance y tambien plantean la necesidad de eliminar otros.;Es un proyecto interesante con un planteamiento importante, pero hay alertas que se deben analizar en el debate elevadas por el Ministerio de Comercio, Industria y Turismo, sobre la dispercion normativa y la confusion que podria generar en algunas cosas que a hoy estan calaras.;Se sugiere votar de acuerdo a las modificaciones que se introduzcan en el debate;NO APLICA;NO APLICA;NO APLICA;NO APLICA;7;null
Aprobado P;JUAN PABLO CARDONA;;;434 DE 2024;Por medio de la cual la Nacion y el Congreso de la Republica rinden homenaje y se vinculan a la celebracion de los 230 anos de fundacion del municipio de Barbosa, en el departamento de Antioquia y se dictan otras disposiciones;;;https://www.camara.gov.co/fundacion-barbosa-antioquia;NO ACTUAR;Rendir homenaje y vincular a la Nacion y al Congreso de la Republica en la celebracion de los doscientos treinta (230) anos de fundacion del municipio de Barbosa, en el departamento de Antioquia, que tendra lugar el dia veinticinco (25) de agosto de 2025.;5;1. Objeto 2. Declarar a Barbosa como la tierra dulce con sabor a pina. 3. Rendir honores a Barbosa el 25 de agosto de 2025.  4. Autorizaciones presupuestales.  5. Vigencia.;Ninguno;Sin alertas;Positivos todos;NO APLICA;NO APLICA;NO APLICA;NO APLICA;3;null
Aprobado P;MATEO GRISALES ;;;037 DE 2023;Pr medio de la cual se fortalece el Programa de Alimentacion Escolar-PAE- en materia de dignificacion laboral, mecanismos de control y participacion ciudadana y los porcentajes minimos de compra local a pequenos productores y productores de la agricultura campesina, familiar y comunitaria y se dictan otras disposiciones;;;https://www.camara.gov.co/pae-en-materia-de-dignificacion-laboral;NO ACTUAR;Modificar las leyes 720 de 2001 y 2042 de 2020, con el fin de dignficar laboralmente a las personas manipuladoras de alimentos del Programa de Alimentos Escolar - PAE, y fortalecer los mecanismo de control y participacion ciudadana del programa. Lo anterior permitara salvaguardar el principio de interes superior del menor;8;1. Objeto  2. Modificar el articulo 2 de la Ley 720 de 2001  3. Modificar el articulo 1 de la ley 2042 de 2020  4. Modificar el articulo 4 de la ley 2042 de 2020  5. Autorizacion para que la cofinanciacion de la operacion del PAE incluya los derechos laborales  6. Actualizacion de los Lineamientos Tecnico-Administrativos  7. Informe anual de vigencia y control sobre los cumplimientos de normas laborales del PAE  8. Vigencia ;MinEducacion: concepto positivo con modificaciones que se surtieron en la ponencia.   El ICBF emite recomendaciones que fueron acogidas en la ponencia.   ;Sin alertas para este proyecto. ;Positivo ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;5;null
Aprobado P;VALENTINA SOSSA;;;215 DE 2024;Por medio de la cual se establece la entrega gratuita de copas menstruales a las mujeres y personas menstruantes pertenecientes a los estratos 1, 2 o que por razones de salud no puedan utilizar otro tipo de producto de higiene menstrual;Senadores Pedro Hernando Florez Porras, Sandra Ramirez Lobo Silva, Sandra Yaneth Jaimes Cruz, Lorena Rios Cuellar, Julio Alberto Elias Vidal y Gustavo Adolfo Moreno Hurtado;;https://www.camara.gov.co/entrega-gratuita-de-copas-menstruales;NO ACTUAR;Se busca incluir dentro del plan de beneficios en salud la entrega gratuita de copas menstruales a traves del sistema de salud a mujeres y personas menstruantes de estratos 1, 2 o que por condiciones de salud no puedan utilizar otro tipo de producto de higiene menstrual. Con base en el pronunciamiento reciente de la Corte Constitucional en la Sentencia T-398 del ano 2019.;6;"1. Objeto.  2. Gratuidad-  las copas menstruales las entregara el Gobierno a traves del Departamento Administrativo para la Prosperidad Social. Sera 1 unidad cada 5 anos, mediante el mecanismo que disponga la referida entidad. 3. Educacion en el manejo de la copa menstrual- el Departamento Administrativo para la Prosperidad Social mediante el mecanismo que disponga la entidad debe brindar orientacion sobre el manejo, limpieza y prevencion de posibles enfermedades y la importancia de la higiene menstrual.  4. Requisitos- Pertenecer al estrato 1, 2 o tener condiciones de salud por las que no puedan utilizar otro tipo de producto; orientacion medica sobre el manejo, la limpieza y la prevencion de posibles enfermedades; autorizacion medica debidamente expedida por parte del profesional en salud en caso de quienes no puedan utilizar otro producto de higiene menstrual; menores de 14 anos a partir de su primera menstruacion con solicitud del consentimiento expreso de su representante y para las personas con discapacidad fisica tendran su respectiva orientacion medica y asesoramiento personalizado. 5. Plazo para la implementacion-  en un termino no mayor a 6 meses. 6. Vigencia y derogatorias.";Hay conceptos de ACEMI, Min. Salud y Min. Educacion. Inicialmente el PL asignaba la competencia de la entrega de estos insumos al Sistema de Seguridad Social en Salud, por lo que se tuvo que cambiar esta responsabilidad debido a que este tipo de insumos no hace parte de las tecnologias en salud financiadas con recursos publicos asignados a salud, toda vez que cumplen con los criterios de exclusion establecidos en los articulos 9 y 15 de la Ley Estatutaria 1751 de 2015 y esto no se podria cambiar por medio de una ley ordinaria. Hasta ahora no hay concepto de Min. Hacienda y este es importante debido a que la iniciativa propuesta puede tener impacto fiscal. ;No hay alertas;Positivo;NO APLICA;NO APLICA;NO APLICA;NO APLICA;7;null
Aprobado P;JUAN PABLO CARDONA ;;2024-12-02;459 DE 2024;Por la cual se expide el codigo procesal del trabajo y de la seguridad social;;;https://www.camara.gov.co/codigo-procesal-del-trabajo;NO ACTUAR;Expedir un nuevo Codigo de Procedimiento Laboral y de la Seguridad Social, que responda a las cambiantes realidades sociales y tecnologicas que caracterizan el momento actual, pues la adaptacion de nuestro sistema juridico procesal laboral y de la seguridad social, es fundamental para garantizar la proteccion de los derechos que surgen en el marco de las relaciones contractuales laborales, en aras de asegurar una justicia laboral eficiente y acorde con las necesidades del siglo XXI.  Este nuevo Codigo busca aprovechar los avances tecnologicos y la virtualidad que vivimos actualmente al interior de la administracion de justicia, en tanto con la implementacion de las plataformas electronicas y herramientas digitales se agilizaran los procedimientos laborales, permitiendo a los trabajadores, empleadores y entidades gubernamentales interactuar de manera rapida y segura, reduciendo tramites innecesarios y facilitando el acceso a la justicia. Por todos es conocido, que el estatuto adjetivo que gobierna los procedimientos en nuestra especialidad laboral, contenido en el Decreto 2158 de 1948, vigente desde el 8 de julio de ese mismo ano esta un tanto rezagado por el paso de los anos, pues los cambios que se le han introducido a dicha codificacion, a traves de la Leyes 712 de 2001, 1149 de 2007 y 1395 de 2010, entre otras, no han cumplido a cabalidad con las motivaciones que las inspiraron, como era el de dar una mayor agilidad y claridad a las ritualidades que gobiernan los juicios del trabajo, en pro de contribuir a una pronta y cumplida administracion de justicia.  Asi, en este proyecto se establecen procedimientos claros y agiles para el reconocimiento de prestaciones, indemnizaciones y derechos adquiridos, fortaleciendo los mecanismos de inspeccion y vigilancia para garantizar el cumplimiento de las normas laborales por parte de los empleadores, al igual que la adopcion de medidas para promover la participacion activa de las partes en el proceso judicial, fomentando la conciliacion y la resolucion pacifica de conflictos.;331;;Sin conceptos;El actual Codigo Procesal del Trabajo y la Seguridad Social de 1948, con algunas reformas legales (entre las ultimas, las Leyes 712/01 y 1149/07) y la aplicacion residual del CGP, no responde a las necesidades actuales de la administracion de justicia en materias de trabajo y seguridad social. De ahi que se justifica la revision del sistema procesal con el fin de garantizar la tutela jurisdiccional efectiva de estos derechos de naturaleza convencional y constitucional.  El proyecto incorpora unos avances relevantes que seguramente contribuiran al mejoramiento de la administracion de justicia en materia social. Asi, p. ej., es posible mencionar la supresion del proceso de unica instancia para garantizar el segundo grado en todo proceso, adopcion de la sentencia anticipada y procedimiento monitorio, actualizacion de la casacion, incluyendo la facultad de seleccion negativa y casacion de oficio, entre otras medidas.  Hay una alerta y es que copia muchos articulos del Codigo General del Proceso. Esto no es tan bueno ya que hay ciertas normas de los procesos civiles - como el proceso verbal sumario - que no existen en materia laboral o porque en los procesos laborales se necesitan normas mas puntuales y precisas que las utilizadas en los procesos civiles.;Positivo ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;3;null
Aprobado P;CAMILO QUINTERO ;;;073 DE 2023;Por medio de la cual se incorporan los humedales al sistema de gestion de Riesgos y al sistema nacional de cambio climatico en su componente de adaptacion, se adoptan otros mecanismos en las cuencas y se dictan otras disposiciones.;;;;NO ACTUAR;La presente ley tiene por objeto integrar los humedales de Colombia al Sistema de Gestion del Riesgo (SGR) y Sistema Nacional de Cambio Climatico (SISCLIMA) en su componente de Adaptacion ante el Cambio Climatico, y adoptar medidas de intervencion preventiva, prospectiva, prescriptiva o correctiva en las cuencas, encaminadas a la reduccion de la vulnerabilidad, prevencion de riesgos y al mejoramiento de la resiliencia en respuesta a los cambios observados o esperados del clima y su variabilidad.;13;1. Objeto.  2. Ambito de aplicacion. 3. Priorizacion 4. Definiciones 5. Principios aplicables 6. Informacion ambiental del Sistema de Informacion Ambiental de Colombia (SIAC) 7. Procesos institucionales, administrativos y de participacion para el uso y acceso efectivo a la informacion del SIAC, SNIF - Sisclima y Sistemas de Alerta Temprana 8. Caudales 9. Fortalecimiento de la red de estaciones y sistemas de monitoreo 10. Planes y Esquemas de Ordenamiento Territorial. 11. Los humedales como ecosistemas de adaptacion ante el cambio climatico. 12.  Vigilancia y control urbanistico 13. Vigencia ;No hay conceptos ;Colombia es un pais megadiverso con amplia riqueza de fuentes hidricas. Cuenta con el 60% de los paramos del mundo y cerca de 31.702 humedales, estos ultimos son ecosistemas estrategicos como fuente de agua dulce, de importancia para la regulacion de los ciclos hidricos y conservacion de la biodiversidad.  El agua y la biodiversidad son la mayor riqueza de nuestro territorio. Sin embargo, este patrimonio se encuentra fuertemente amenazado por el uso que hacemos de nuestros recursos. La contaminacion del agua, la desecacion, el desarrollo industrial, las economias extractivas, las actividades agropecuarias y el rapido crecimiento urbano han convertido a los humedales en ecosistemas en riesgo.  Por tanto, debe surgir una gestion orientada a la concepcion de los humedales como escenarios de adaptacion ante el cambio climatico, que integre las dimensiones de gestion del riesgo basado en la naturaleza, para evitar su desecamiento en el mediano y largo plazo, asi como enfocar la gestion publica desde la perspectiva de Area Importante para la Conservacion de las Aves (AICA), que al dia de hoy, no posee un enfoque de especies objeto de conservacion y las intervenciones en las cuencas hidrograficas, estan removiendo los sedimentos con intervenciones inadecuadas en las secciones de taludes, generando mas riesgos de inestabilidad en las cuencas hidrograficas.;Votar positivo;NO APLICA;NO APLICA;NO APLICA;NO APLICA;1;null
Aprobado P;VALENTINA SOSSA;;;252 DE 2023;Por medio de la cual se incluye a las juventudes rurales en el sistema nacional de reforma agraria y desarrollo rural, se garantiza su acceso a la tierra, a proyectos productivos, a formacion academica y tecnica, y se dictan otras disposiciones;;;;NO ACTUAR;"Se busca garantizar y priorizar la inclusion de las juventudes rurales en el sistema nacional de reforma agraria y desarrollo rural, facilitando su acceso a la tierra y a proyectos productivos acordes a su plan de vida, el capital social campesino y comunitario, y a las condiciones de sus territorios; entendiendose que la tierra, la productividad y la inclusion social y cultural son factores clave para fortalecer la autonomia, el empoderamiento, el reconocimiento social y el ejercicio de derechos de las y los jovenes rurales.";17;1. Objeto. 2. Oportunidad para los jovenes de ser parte activa del Sistema Nacional de Reforma Agraria: garantizando participacion paritaria de jovenes rurales en minimo un 20% de la composicion de las distintas instancias de participacion. 3. La adquisicion de predios para beneficiar a jovenes rurales sera de acuerdo a un diagnostico y priorizacion que realice el Ministerio de Agricultura y Desarrollo Rural en coordinacion con el Viceministerio de Juventud. 4. Garantizar su participacion, proyectos productivos, acceso a tierras y formalizacion gratuita. 5. Crea el trazador presupuestal de juventud rural para definir los gastos y recursos de la juventud.  6. Acceso de jovenes al Fondo Agropecuario de Garantias para promover la inclusion productiva.  7. Divulgacion y formacion de asociaciones para proyectos productivos. 8. Concertacion y dialogo constante con actores regionales y nacionales para dar cumplimiento a los territorios priorizados.  9. Arraigo cultural. 10. Promocion de la Innovacion, el Emprendimiento y las redes de comercializacion. 11. Vigencia.;Hay concepto negativo del Ministerio de Hacienda con algunas consideraciones generales y sugerencias de redaccion. Se corregira en plenaria con proposiciones;No hay ninguna alerta al respecto. Presentamos 2 proposiciones de forma que se encuentran avaladas. ;Todos positivos ;NO APLICA;NO APLICA;RADICADA;Si. Hay 2;7;null
Aprobado P;VALENTINA SOSSA;;;070 DE 2023;Por medio de la cual se establece un nuevo regimen de equidad para las mujeres rurales y campesinas, se modifica la Ley 731 de 2002, se establecen nuevas acciones afirmativas para las mujeres rurales y campesinas, y se dictan otras disposiciones;;;https://www.camara.gov.co/mujer-rural-y-campesina;NO ACTUAR;Modifica la Ley 731 de 2002 (ley de la Mujer rural) y adopta medidas legales de accion para garantizar la igualdad de oportunidades de las mujeres rurales, campesinas y pesqueras, en situacion de vulnerabilidad para el goce y ejercicio pleno de sus derechos economicos, culturales, sociales, politicos, ambientales y territoriales.;39;1. Objeto. 2. Ambito de aplicacion: aplica a las mujeres rurales, campesinas y pesqueras en situacion de vulnerabilidad.  3. Definiciones, principios y enfoques. 4. Financiacion para iniciativas de mujeres rurales, campesinas y pesqueras. 5. Educacion y capacitacion para las mujeres rurales, campesinas y pesqueras.  6. Recreacion, deporte, saberes y cultura para las mujeres rurales, campesinas y pesqueras. 7. Participacion de las mujeres rurales, campesinas y pesqueras. 8. Derecho a la salud y a una vida libre de violencias de las mujeres rurales, campesinas y pesqueras. 9. Disposiciones varias. 10. Vigencia. ;"Min trabajo conceptuo positivo, sugiriendo establecer mecanismos preventivos y de control efectivos para garantizar que se cumpla lo dispuesto; en el mismo sentido lo hace el Min. Interior, sin embaro, indican que este concepto es condicionado, debido a que se sujetan al aval fiscal que expida el Min. Hacienda por considerar que varios de los articulos generan impacto fiscal y por ultimo, hay concepto del Min. de Comercio, Industria y turismo donde no indican si es favorable o negativo, pero sugieren algunos cambios en articulos que mencionan redundan sobre acciones e instancias que actualmente se encargan de trabajar por el mismo objetivo que plantea o por asignar responsabilidades que no son de su competencia. ";"No se presentan alertas; sin embargo, es fundamental contar con el concepto del Ministerio de Hacienda, dado que varias disposiciones del proyecto pueden tener impacto fiscal, especialmente aquellas relacionadas con la financiacion de iniciativas para mujeres rurales, campesinas y pesqueras. Lo anterior es importante en razon a las recientes decisiones de la Corte Constitucional sobre iniciativas que no contaban con este requisito legal. ";Positivo;NO APLICA;NO APLICA;NO APLICA;NO APLICA;7;null
Aprobado P;CAMILO QUINTERO ;;;260 DE 2023;Por medio de la cual se adoptan medidas de alivio a obligaciones financieras de pequenos y medianos productores agropecuarios;;;;NO ACTUAR;La presente ley tiene por objeto adoptar medidas con el fin de aliviar las obligaciones financieras de pequenos y medianos productores agropecuarios deudores del Programa de Reactivacion Agropecuaria (PRAN) y del Fondo de Solidaridad Agropecuaria (FONSA).;7;1. Objeto. 2. Alivio especial a deudores del fondo de solidaridad agropecuaria (Fonsa) y del programa de reactivacion agropecuaria (Pran) 3. Suspension del cobro judicial y prescripcion 4. Definificiones 5. Modificacion de la creacion del programa de alivio a las obligaciones financieras y no financieras para cadenas priorizadas por el ministerio de agricultura y desarrollo rural. 6. Informes trimestrales 7. Vigencias y derogatorias.;Concepto favorable de MinHacienda condicionado;La presente iniciativa de Ley contiene 7 articulos incluyendo la vigencia, que buscan aliviar las obligaciones financieras de pequenos y medianos productores agropecuarios que formaban parte de los programas PRAN y FONSA con corte a 31 de diciembre de 2022, que han sido afectados por fenomenos no controlables por el productor y que han afectado su actividad productiva, de logistica y comercializacion impidiendo el cumplimiento de las mismas, en pro de la reactivacion del sector.;Positivo;APLICA;RADICADA;NO APLICA;NO APLICA;1;null
Aprobado P;VALENTINA RODRIGUEZ;;;374 DE 2024;Por medio de la cual se crea el fondo emprender de cafes especiales para el impulso del sector productor de cafes especiales en todo el territorio nacional y se dictan otras disposiciones;;;https://www.camara.gov.co/fondo-emprender-de-cafes;NO ACTUAR;Crease el Fondo Emprender de Cafes Especiales, para el impulso del sector productor de cafes especiales en todo el territorio nacional, acompanado de lineas de credito, asesoria tecnica, investigacion, apertura de mercados, asesoria y acompanamiento para su produccion, empaque, distribucion y comercializacion.;9;1. Objeto  2. Naturaleza juridica: cuenta especial sin personeria juridica administrada por MinAgricultura  3. Beneficiarios del fondo: personas naturales y juridicas domiciladas en el pais dedicadas a la produccion y comercializacion del cafe  4. Fuentes de financiacion  5. Consejo directivo: MinAgricultura, MinComercio, Productores de Cafes Especiales, INNPULSA, SENA  6. Competencias y funciones  7. Reglamentacion a cargo del GN y MinAgricultura  8. Estrategia de promocion y comunicacion  9. Vigencia ;No hay conceptos ;No hay alertas, es un buen proyecto que promueve el sector cafetero ;Votar positivo;APLICA;RADICADA;NO APLICA;NO APLICA;6;null
Aprobado P;JUAN PABLO CARDONA ;;2025-02-12;361 DE 2024;Por medio de la cual se crean los centros de deporte - cubos, el sistema de informacion inteligente de deporte - siidep y el algoritmo de deteccion de talentos deportivos - cristina;;;https://www.camara.gov.co/centros-de-deporte-cubos;NO ACTUAR;El PL tiene como objetivo la creacion de los Centros de Deporte y Recreacion - CUBOS y el desarrollo del Algoritmo de Deteccion de Talentos Deportivos  Estrella, en articulacion con las etapas de desarrollo para la reserva deportiva, asi como complementar las funciones del Sistema Unico de Informacion del Deporte.;8;1. Objeto de la ley y proposito general 2. Principios aplicables a los CUBOS y las herramientas tecnologicas asociadas a ellos 3. Crea los Centros de Deporte - CUBOS como espacios fisicos para ofrecer la oferta institucional deportiva 4. Desarrolla la naturaleza y el sinnumero de actividades e informacion disponible en las instalaciones de los CUBOS 5. Establece los servicios basicos que debe contener las instalaciones deportes de los CUBOS. 6. Asigna funciones al Sistema Unico de Informacion del Deporte, en coordinacion con los CUBOS 7. Crea el algoritmo de deteccion de talentos deportivos  ESTRELLA. 8. Vigencia  ;MinDeporte: sobre el algoritmo afirman: Dada la complejidad y los altos costos de la propuesta, es necesario considerar la fuente de financiacion especifica, considerando que los recursos del Sistema Nacional del Deporte son limitados y no se podrian financiar infraestructuras de desarrollo social, la implementacion, los programas segun el deporte, edad y proceso de formacion, sin contar con la participacion y priorizacion de las entidades territoriales de nivel municipal y departamental (..)  Se sugiere eliminar del articulado teniendo que es un proceso complejo y no de un algoritmo que de resultados unicos de una actividad, si no que, por el contrario, se deben establecer bajo la caracterizacion de cada modalidad deportiva;La unica alerta es la creacion del algoritmo, siguiendo el concepto de MinDeporte. Dice el Deporte que el algoritmo tiene una alta complejida, considerando las particularidades de cada una de las disciplinas deportivas existentes, por lo cual no se ve viable su creacion sin un analisis tecnico especifico.   De resto no hay mas alertas.;1. Positivo 2. Positivo 3. Positivo 4.Positivo 5. Positivo 6. Positivo 7. Positivo 8. Positivo ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;3;null
Aprobado P;VALENTINA RODRIGUEZ;;2024-11-27;021 DE 2023;Por medio de la cual se modifica la ley 376 de 1997 y se dictan otras disposiciones. ley de la fonoaudiologia;;;https://www.camara.gov.co/ley-de-fonoaudiologia;NO ACTUAR;El presente proyecto de ley tiene como objeto actualizar el marco juridico para el adecuado desempeno de la profesion de la Fonoaudiologia, modificando y actualizando lo dispuesto en la Ley 376 de 1997.;10;1. Objeto  2. Definiciones  3. Areas de desempeno profesional  4. Funciones del Colegio Colombiano de Fonoaudiologos  5. Requisitos de inscripcion  6. Las practicas profesionales seran contadas como experiencia laboral  7. Condiciones laborales   8. Se conmemora el dia nacional del fonoaudiologo  9. Se creara una mesa tecnica para actualizar las condiciones propuestas  10. Vigencia ; MinHacienda: Se presenta concepto positivo. El Ministerio inidica que no hay impacto fiscal y que acogeran el dia del fonoaudiologo.  MinSalud: Dan concepto positivo y sugieren cambios. Hay una alerta en el articulo 3, sugieren eliminar al Colegio Colombiano de audiologia para no someter a las entidades privadas a realizar funciones publicas. ;No hay alertas, este proyecto busca actualizar las funciones de los profesionales en fonoaudiologia, asi como validar sus practicas profesionales como experiencia y crear un dia de conmemoracion ;Positivo ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;6;null
Aprobado P;DANIEL URREA;;;023 DE 2023;Por la cual se crea la agencia nacional de seguridad digital y asuntos espaciales, se orientan las politicas nacionales en estas materias, se fijan competencias especificas y se dictan otras disposiciones;;;https://www.camara.gov.co/agencia-nacional-de-seguridad-digital-y-asuntos-espaciales;NO ACTUAR;;;;;;Votacion en bancada, guia Alejo Garcia ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;2;null
Aprobado P;JUAN PABLO CARDONA ;DANIEL URREA;2024-12-04;056 DE 2024;Por la cual se reglamenta la actualizacion de las plantas globales de empleo, en lo atinente a los requisitos minimos para acceder a cargos del nivel directivo en el sector publico y empresas con participacion estatal, y se dictan otras disposiciones.;;;;NO ACTUAR;condicionar los paramentos para la actualizacion de las plantas globales de empleo o la disminucion individual de criterios minimos, para acceder a cargos del nivel directivo en el sector publico del orden nacional o hacer parte de juntas directivas mayoritarias en empresas con participacion estatal;;;;;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;3;2
Aprobado P;CAMILO QUINTERO ;;;235 DE 2022;Por medio de la cual se reconoce el rio Guatapuri, su cuenca y afluentes como sujeto de derechos y se dictan otras disposiciones;;;https://www.camara.gov.co/rio-guatapuri;NO ACTUAR;La presente Ley tiene por objeto reconocer al rio Guatapuri, su cuenca y afluentes, como una entidad sujeto de derechos a la proteccion, conservacion, mantenimiento y restauracion a cargo del Estado, las comunidades etnicas y los campesinos que habitan la zona de afluencia;8;Articulo 1°. Objeto.  Articulo 2°. Representantes legales. Articulo 3°. comision de guardianes del Rio Guatapuri.  Articulo 4º. Plan de proteccion.  Articulo 5º. Mecanismos de funcionamiento y toma de decisiones Articulo 6º. Acompanamiento permanente.  Articulo 7º. Asignaciones presupuestales Articulo 8º. Vigencia y derogatorias;Concepto de MinInterior que pide consulta previa para el PL:   En consecuencia, desarrollado el analisis jurisprudencial y factico del proyecto de Ley por medio de la cual se reconoce el rio Guatapuri, su cuenca y afluentes como sujeto de derechos y se dictan otras disposiciones esta Autoridad Administrativa concluye que es una medida legislativa sujeta al desarrollo de consulta previa, bajo las siguientes consideraciones: 1. Del estudio del cuerpo normativo bajo analisis, se evidencia que, si bien el objeto de este proyecto de ley es reconocer al Rio Guatapuri, su cuenca y afluentes, como entidad sujeto de derechos. Asimismo, responsabiliza a las comunidades etnicas de la garantia, proteccion, conservacion, mantenimiento y restauracion del rio, imponiendoles cargas que se podrian considerar como una modificacion a su situacion o posicion juridica.  2. Que el proyecto de ley, aborda directamente elementos que conciernen a las comunidades etnica sin su participacion, lo anterior, al definir las formas o procedimiento de eleccion de sus Representantes Legales, comprometiendo con esto, directa y especificamente, los atributos de la condicion etnica de las comunidades, tales como su autonomia, autodeterminacion y elementos materiales que los distinguen como sus creaciones, instituciones y comportamientos colectivos. ;Importante que se haga los ajustes al PL teniendo en cuenta el concepto de MinInterior sobre la consulta previa;Votar si condicionado ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;1;null
Aprobado P;VALENTINA SOSSA;;;016 DE 2023;por medio del cual se modifica el estatuto tributario y se dictan otras disposiciones para reactivar el turismo;;;;NO ACTUAR;Tiene por objeto promover la recuperacion de la industria turistica, estableciendo algunos incentivos tributarios hasta el 31 de diciembre de 2033;4;1. Objeto 2. Exencion Transitoria del Impuesto sobre las Ventas (IVA) para Servicios de Hoteleria y Turismo hasta el 31 de diciembre de 2033 y aplicara a quienes cuenten con inscripcion activa en el Registro Nacional de Turismo y presten sus servicios en el ejercicio de las funciones o actividades de prestadores de servidos turisticos. 3. Reduccion de IVA para tiquetes aereos.  4. Vigencia y derogatorias;"Hay un concepto del Ministerio de Hacienda. Este PL aporta a la reactivacion del Sector de Hoteleria y Turismo; sin embargo, no tiene aval fiscal del Ministerio de Hacienda por lo que es posible que se hunda o sea declarado inconstitucional por tratarse de un asunto de iniciativa privativa del Gobierno, que es viable siempre que se cuente con el aval de este.   El Ministerio se abstiene de entregar concepto favorable debido a que consideran que el Gobierno ya viene implementando estas acciones y que de aprobarse esta iniciativa, se reducirian sustancialmente las exenciones que existen en el regimen del impuesto de renta de personas naturales, que benefician fundamentalmente a los contribuyentes de mas altos ingresos, y que se generarian asimetrias injustificadas en sectores productivos, pues no hay evaluacion del impacto sobre la iniciativa, especialmente sobre las finanzas publicas y el gasto social, debido a que con el impuesto que se espera eliminar, se recaudarian recursos adicionales por $17,5 billones en el 2023.";No hay alertas;Votar positivo ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;7;null
